rm;titulo;id_projeto;projeto;tipo_rm;is_backlog
18155;Falha no GSAN - Inclusão de faturas (inserir Conta);17;GSAN;Corretiva;1
18160;Manter  Carteira - Gsan;17;GSAN;Corretiva;1
18177;Erro - vincula qualquer localidade não pertencente ao município informado, quando não informado a matrícula do imóvel.;17;GSAN;Corretiva;1
18192;FISCALIZAÇÃO DE CORTADOS ATRAVÉS DA LEITURA SIMULTÂNEA (ISC);17;GSAN;Evolutiva;1
18201;Baixas do Alpha;28;SIC - Sist. Integrados Compesa;Correções;1
18203;Incluir informação na Query do SIG - Parcelamento RD;61;SIG - Sistema Informações Gerenciais;Atendimento;1
18246;Reestruturação do canal de denúncias;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;1
18253;Solicito que atualize a query;61;SIG - Sistema Informações Gerenciais;Atendimento;1
18285;Rotina RD 12 - restabelecimento;17;GSAN;Evolutiva;1
18288;transformar carta de cobrança em OS;17;GSAN;Evolutiva;1
18290;Relatório de Custo da OS;3;Alpha;Atendimento;1
18291;AJUSTES NO SISTEMA PARA CONSIDERAR O GEORREFERENCIAMENTO DAS LIGAÇÕES;17;GSAN;Desenvolvimento;1
18292;Atualização do imóvel;17;GSAN;Atendimento;1
18294;Gamificação do Compesa Mobile;43;Compesa Mobile;Evoluções e Novos Projetos;1
18298;[Canal de Denúncias] Fluxo de atendimento da denúncia;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;1
18313;Corrigir Esgoto do Hospital Portugues;17;GSAN;Corretiva;1
18329;Bloqueio de geração de RA de religação;17;GSAN;Evolutiva;1
18330;IMOVEL TELEMEDIDO SAINDO NA ROTA DO LEITURISTA - 103432086;17;GSAN;Atendimento;1
18340;RELACAO DE RA`s PENDENTS POR GERENCIA;61;SIG - Sistema Informações Gerenciais;Evoluções e Novos Projetos;1
18346;Criação de webservice para integração com a Prefeitura do Recife;17;GSAN;Atendimento;1
18353;MARCAR IMÓVEIS DA LOCALIDADE DE PETROLINA NAS CARTEIRAS DO PROJETO;17;GSAN;Atendimento;1
18354;[PREMISSAS] Colapso;38;BI Desenvolvimento;Evoluções e Novos Projetos;1
18356;[PREMISSAS] Novas ligações de água vegetativo;38;BI Desenvolvimento;Evoluções e Novos Projetos;1
18357;[PREMISSAS] Novas ligações de água obras;38;BI Desenvolvimento;Evoluções e Novos Projetos;1
18358;[PREMISSAS] Novas ligações de esgoto vegetativo;38;BI Desenvolvimento;Evoluções e Novos Projetos;1
18359;[PREMISSAS] Novas ligações de esgoto obras;38;BI Desenvolvimento;Evoluções e Novos Projetos;1
18374;[Query] Elaboração de consulta para extração de informações de religações e cortes, supressões e restabelecimentos, instalação e substituição de hidrômetros;38;BI Desenvolvimento;Evoluções e Novos Projetos;1
18380;Módulo de Controle de Contratos;20;SIM;Evoluções e Novos Projetos;1
18381;[Controle Contratos] Registro de Ata / Plano de Ação;20;SIM;Evoluções e Novos Projetos;1
18382;[Controle Contratos] Arquivo digital da Obra;20;SIM;Evoluções e Novos Projetos;1
18383;[Controle Contratos] Diário de Obras;20;SIM;Evoluções e Novos Projetos;1
18384;[Controle Contratos] Controle de cartas enviadas/recebidas;20;SIM;Evoluções e Novos Projetos;1
18385;[Controle Contratos] Página de ajuda/manuais de gestão;20;SIM;Evoluções e Novos Projetos;1
18388;URGENTE: RETIRAR IMOVEIS CADASTRADOS NAS CATEGORIAS COM E IND DA SISTEMATICA DA SUSPENSÃO AUTOMATICA;17;GSAN;Evolutiva;1
18405;Enriquecimento da Base de MUNICIPIOS;17;GSAN;Atendimento;1
18409;Implantação dos Tetos de Diárias no ALPHA_E-mail automático com o Limite Mensal;3;Alpha;Atendimento;1
18410;Implantação dos Tetos de Diárias no ALPHA_E-mail automático com Saldo de utilização;3;Alpha;Atendimento;1
18411;Implantação dos Tetos de Diárias no ALPHA_Trava de novos adiantamentos e/ou reembolsos;3;Alpha;Atendimento;1
18422;[GMR] Extração de dados do BI - ajuste da regra de numero 4 da redmine 18122  -  data/hora de tramite;38;BI Desenvolvimento;Atendimento;1
18425;Refazer parcelamento;17;GSAN;Atendimento;1
18426;INSERIR TIPO DE SITUAÇÃO ESPECIAL DE FATURAMENTO;17;GSAN;Atendimento;1
18427;Preparar progressão para 2017;4;Avaliação de Desempenho;Evoluções e Novos Projetos;1
18452;CONSUMO FATURADO PEDRAS;17;GSAN;Atendimento;1
18459;Consultar Registro de Atendimento - Retirar a condição "motivo de encerramento do RA" para habilitar botão "gerar OS" de RA encerrado;17;GSAN;Evolutiva;1
18460;inserir serviços e localidade para gsaneos enorsul interior;17;GSAN;Atendimento;1
18468;Caixa Econômica 25 milhões.;61;SIG - Sistema Informações Gerenciais;Evoluções e Novos Projetos;1
18469;Caixa Econômica 28 milhões.;61;SIG - Sistema Informações Gerenciais;Evoluções e Novos Projetos;1
18473;Levantamento de informações para o TCE;64;SCL- Sistema Controle Licitações;Atendimento;1
18476;Acompanhamento do processo de carga de dados GSAN/ALPHA;3;Alpha;Atendimento;1
18495;Nome na fatura;17;GSAN;Atendimento;1
18507;Evoluir as funcionalidades de manutenção do Cadastro do Cliente;17;GSAN;Evolutiva;1
18513;Criação de Menu para a GGR;13;JUSCOMPESA;Evoluções e Novos Projetos;1
18518;Melhorias Autoleitura;43;Compesa Mobile;Correções;1
18519;Parcelamentos não suspensos com RD 12;17;GSAN;Corretiva;1
18533;[COMERCIAL] Verificar no analitico que o resumo de faturamento gera valores sem municipio;38;BI Desenvolvimento;Evoluções e Novos Projetos;1
18557;Plano de Aplicação: e-mail para DGC;3;Alpha;Atendimento;1
18568;Verificar unidade de tramitação automática;17;GSAN;Corretiva;1
18571;Alteração no cálculo do indicador de Fiscalização e Indicador Nome;61;SIG - Sistema Informações Gerenciais;Evoluções e Novos Projetos;1
18590;habilitar serviços na caixa da enorsul;17;GSAN;Atendimento;1
18599;ADAPTAÇÃO NA INCLUSÃO DE RA PARA INSTALAÇÃO DE HD PARA OBRA;17;GSAN;Evolutiva;1
18603;TCE;3;Alpha;Atendimento;1
18612;[Licenciamento Ambiental] Importar planilha dos processos de 2017;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;1
18623;RAs e OS encerrados em NOVEMBRO/2017;17;GSAN;Atendimento;1
18625;[Netbase] - Converter coordenadas das views para o formato UTC;17;GSAN;Atendimento;1
18665;Substituição de campo na Obra;20;SIM;Evoluções e Novos Projetos;1
18669;PATRIMÔNIO - Criar base migração dos ativos não contemplados no levantamento da consultoria AFIXIBI;3;Alpha;Atendimento;1
18673;CANCELAMENTO DE NOTA FISCAL DE REMESSA PARA  DEMOSTRAÇÃO;3;Alpha;Atendimento;1
18687;Sistema Notificação Depreciado;43;Compesa Mobile;Correções;1
18688;Relatório arrecadação GSAN;17;GSAN;Atendimento;1
18699;Erro da Ordem de Venda;3;Alpha;Atendimento;1
18718;ERRO: Já existe um título para este nº de título;3;Alpha;Atendimento;1
18722;Cadastro de Colaborador;28;SIC - Sist. Integrados Compesa;Atendimento;1
18725;Erro na confirmação de notas fiscais de saída;3;Alpha;Atendimento;1
18727;Programa Fidelização;17;GSAN;Corretiva;1
18734;Gerar kuery de premissas;39;GABI;Atendimento;1
18784;Ajustes na view BID2_PAGAMENTOS2_COM_OC;3;Alpha;Atendimento;1
18791;Complementação - Informações Gerenciais Parte 2;20;SIM;Evoluções e Novos Projetos;1
18800;Incluir campo de parecer nas devoluçoes de O.S. por falta de material e de paracer técnico no GSANAS;17;GSAN;Evolutiva;1
18803;Dados de faturamento de esgoto por sistema de coleta.;17;GSAN;Atendimento;1
18804;Implantar imóvel na RD 12/2016;17;GSAN;Corretiva;1
18813;GMM - alteração do relatório MTTR;3;Alpha;Atendimento;1
18821;[COMERCIAL] Criar visão Cortes/Religações;38;BI Desenvolvimento;Evoluções e Novos Projetos;1
18824;Envio avisos de corte GCA;17;GSAN;Atendimento;1
18829;Trâmite automático do sistema GSAN das demandas da internet - Esgoto RMR;17;GSAN;Atendimento;1
18831;Parcelar boleto - Análise de projeto;17;GSAN;Atendimento;1
18852;Dados Comerciais BRK;17;GSAN;Atendimento;1
18858;ATUALIZACAO  ARQUIVO  CONTROLE PRODUTIVIDADE - SIG;61;SIG - Sistema Informações Gerenciais;Atendimento;1
18868;Projeto Nova Olinda - Permitir o encaminhamento na abertura do RA por setor comercial - subdivisão da localidade;17;GSAN;Evolutiva;1
18871;Projeto Nova Olinda - Inclusão de associação no âmbito do setor comercial e a unidade organizacional.;17;GSAN;Evolutiva;1
18880;Prestação de contas de Adiantamento do Travel;3;Alpha;Atendimento;1
18884;341 - PROCESSOS PARA EXECUCAO DIARIA;17;GSAN;Corretiva;1
18897;Contratro de Parcelamento;17;GSAN;Atendimento;1
18911;[COMERCIAL] CRIAR VISÃO DE INCREMENTOS APÓS INSTALAÇÃO/SUBSTITUIÇÃO DE HIDROMETROS;38;BI Desenvolvimento;Evoluções e Novos Projetos;1
18920;Bloqueio ao digitar as atividades e escala de trabalho no Remanejamento;28;SIC - Sist. Integrados Compesa;Correções;1
18924;Criação de consulta de Código de Baixa;3;Alpha;Atendimento;1
18927;correção de boleto;17;GSAN;Atendimento;1
18937;Carga na base de DADOS para TRAVEL;3;Alpha;Atendimento;1
18942;Gerar período de 201604 a 201609 - Query FATURAMENTO SUSPENSO do SIG;61;SIG - Sistema Informações Gerenciais;Atendimento;1
18943;Inserção de inscrição, endereço  e situação de ligação para imóveis novos que serão fiscalizados- Setor 175, localidade 62- Goiana;17;GSAN;Atendimento;1
18944;Alteração No boletim de Medição;3;Alpha;Correções;1
18962;Prestação de contas de adiantamento do TRAVEL 2;3;Alpha;Atendimento;0
18963;Solicitação de query - planilha com informações de percentuais de esgoto em Arcoverde;17;GSAN;Atendimento;0
18964;CRIAÇÃO DE CHEQUE;3;Alpha;Atendimento;0
18965;Filtrar NATUREZA DO SERVIÇO: CELPE;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;0
18969;Petaso - Incorporar identidade visual;57;ITC ;Evoluções e Novos Projetos;0
18970;Petaso - Utilizar cpf ao invés da matrícula no cadastro;57;ITC ;Evoluções e Novos Projetos;0
18971;Petaso - Formulário de cadastro de usuários;57;ITC ;Evoluções e Novos Projetos;0
18972;Petaso - Solicitar lista de veículos com Valéria;57;ITC ;Atendimento;0
18973;Petaso - Informarções do motorista em: minhas solicitações;57;ITC ;Evoluções e Novos Projetos;0
18974;Petaso - Testes e verificações de envio de e-mail;57;ITC ;Evoluções e Novos Projetos;0
18975;Petaso - Ampliar envio de email para trâmite da solicitação;57;ITC ;Evoluções e Novos Projetos;0
18976;Petaso - Adicionar etapa de liberação pelos gerentes (1ª etapa);57;ITC ;Evoluções e Novos Projetos;0
18977;FATURAR GRUPO FATURAMENTO  GR-05;17;GSAN;Atendimento;0
18978;Ciclope - Atualizar mecanismo de atualização de dados;57;ITC ;Evoluções e Novos Projetos;0
18979;Ciclope - Incluir situação da ligação de esgoto;57;ITC ;Evoluções e Novos Projetos;0
18980;Ciclope - Apresentar faturamento de água e esgoto separadamente;57;ITC ;Evoluções e Novos Projetos;0
18981;Ciclope - Mostrar o score de cobrança atual do cliente;57;ITC ;Evoluções e Novos Projetos;0
18982;Ciclope - Mostrar informação se cliente possui poço ou não;57;ITC ;Evoluções e Novos Projetos;0
18983;Ciclope - Incluir dashboard inicial;57;ITC ;Evoluções e Novos Projetos;0
18984;Ciclope - Incluir os dados diários da arrecadação;57;ITC ;Evoluções e Novos Projetos;0
18985;Erro ao aprovar comunicado de manutenção;28;SIC - Sist. Integrados Compesa;Correções;0
18986;Pesquisa;17;GSAN;Atendimento;0
18987;Listagem de serviços de corte;17;GSAN;Atendimento;0
18988;RD 12/2016;17;GSAN;Atendimento;0
18990;Sem conseguir fazer RC;3;Alpha;Atendimento;0
18991;Ajustes na Aba do Juscompesa _Relacionamento com Orgãos de Controle;13;JUSCOMPESA;Evoluções e Novos Projetos;0
18992;Caixas/Unidade | Levantamento das caixas de responsabilidade da BRK;17;GSAN;Atendimento;0
18993;Atualização de Query;17;GSAN;Atendimento;0
18994;Extrair relatório CONTINGENCIA ANALÍTICO para o período 03/09;13;JUSCOMPESA;Atendimento;0
18995;Retorno da ordem de serviço;17;GSAN;Atendimento;0
18996;RD 12/2016;17;GSAN;Atendimento;0
18997;LIBERAR ACESSO A CARTEIRA DE CONDOMINIO E VAREJO;17;GSAN;Atendimento;0
18998;Lotes Petrolina;17;GSAN;Atendimento;0
18999;[GMR] - Incluir os campos setor comercial e quadra da localidade na tabela VIEW do SIG;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19000;Ajustes na Aba do Juscompesa - Relacionamento com órgãos de Controle;13;JUSCOMPESA;Atendimento;0
19001;admin/solution - alteração de senha;3;Alpha;Atendimento;0
19002;Relação das obras duplicadas e autor;20;SIM;Atendimento;0
19003;Liberação para Mover Objeto Serial no Alpha e Histórico do Objeto Serial;3;Alpha;Atendimento;0
19004;Query - Debito Estado até 11/2017.;17;GSAN;Atendimento;0
19005;Conta Fixa - Simbolo no Gsan;17;GSAN;Atendimento;0
19006;Cancelamento IDNF;3;Alpha;Atendimento;0
19007;Mensagem de erro ao importar arquivo;3;Alpha;Atendimento;0
19008;Acrescentar campo para anexos à Obra;20;SIM;Evoluções e Novos Projetos;0
19010;Pagamento parcial de um documento de cobrança;17;GSAN;Corretiva;0
19011;Rejeição: NF-e de devolução;3;Alpha;Atendimento;0
19012;comando brk;17;GSAN;Atendimento;0
19014;[COMERCIAL] Incluir no analítico a nova abordagem para o faturamento indireto;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19015;acesso do usuário rodrigolira as atribuições da ADTE;3;Alpha;Atendimento;0
19016;QUERY - ANORMALIDADE DE CONSUMO - FALTA DE INFORMAÇÃO;61;SIG - Sistema Informações Gerenciais;Evoluções e Novos Projetos;0
19017;REGISTRO DE ATENDIMENTO COMERCIAL PENDENTE;17;GSAN;Atendimento;0
19018;Query - Debito Estado até 11/2017.;17;GSAN;Atendimento;0
19019;GSANAS - Aba Dados Rede de Água - tornar obrigatório preencher os campos diâmetro, tipo de material e profundidade conforme parâmetro no tipo de serviço;17;GSAN;Evolutiva;0
19020;Mensagem de Erro - requisição de compras autorizada no site 600;3;Alpha;Atendimento;0
19021;Autorizar funcionária na carteira de Mario Gouveia;17;GSAN;Atendimento;0
19024;Atualização Relação de devedores;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19026;PROCESSO 259 - GERAR TXT OS CONTAS PAGAS PARCELADAS;17;GSAN;Atendimento;0
19027;[GMR] - Incluir os dados setor comercial e quadra da localidade na planilha operacional gerada pelo SIG;61;SIG - Sistema Informações Gerenciais;Evoluções e Novos Projetos;0
19028;[COMERCIAL] Inserir novos campos de pesquisa no BI Analítico;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19029;Erro ao excluir pleitos de abreu e lima;20;SIM;Correções;0
19030;Falha envio da conta por email;17;GSAN;Atendimento;0
19031;Acrescentar valor na Autorização de Serviço;20;SIM;Evoluções e Novos Projetos;0
19032;OC Confirmada/Fechada;3;Alpha;Atendimento;0
19033;PLANO 2018;3;Alpha;Atendimento;0
19034;Usuário sem conseguir vincular uma OS ao PLANO2018;3;Alpha;Atendimento;0
19035;Alteração formulário inspeção;17;GSAN;Evolutiva;0
19036;RD 12/2016;17;GSAN;Atendimento;0
19037;REGISTRO DE ATENDIMENTO COMERCIAL PENDENTE;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19038;Migração anual  de projetos para PLANO 2018;3;Alpha;Atendimento;0
19039;Query contrato Petrolina;17;GSAN;Atendimento;0
19040;Funcionalidades grupo Agua da Compesa;17;GSAN;Atendimento;0
19041;Separar por gerência as obras prioritárias no painel de controle;20;SIM;Evoluções e Novos Projetos;0
19042;Histograma de consumo para Revisão Tarifária 2018;17;GSAN;Atendimento;0
19043;Habilitar acesso;3;Alpha;Atendimento;0
19044;URGENTE - CANCELAR GERAÇÃO DE OS AUTOMATICA DE REVISÃO DE CONUMO PARA A ANORMALIDADE DE ALTO CONSUMO - AC;17;GSAN;Atendimento;0
19047;Grupo Especial Agua da Compesa;17;GSAN;Atendimento;0
19048;RD 12/2016;17;GSAN;Atendimento;0
19049;Criação do campo na tabela ORDEM_SERVICO - Referencia de pagamento no boletim de medição;17;GSAN;Evolutiva;0
19050;Requisição de Material;3;Alpha;Atendimento;0
19051;Requisição de Material;3;Alpha;Atendimento;0
19052;Requisição de Material;3;Alpha;Atendimento;0
19053;Requisição de Material;3;Alpha;Atendimento;0
19054;Requisição de Material;3;Alpha;Atendimento;0
19055;Requisição de Material;3;Alpha;Atendimento;0
19056;Requisição de Material;3;Alpha;Atendimento;0
19057;impressão BM;3;Alpha;Atendimento;0
19058;Coluna Tarifa Media de Água zerada no 201711-853;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19061;Relacionar os imóveis novos referente a localidade Goiana - 62, Setor 175;17;GSAN;Atendimento;0
19062;RETIRAR CODIGO 43 - 53844995;17;GSAN;Atendimento;0
19064;[COMERCIAL] Dados dívida cobrança;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19065;criação de case;3;Alpha;Atendimento;0
19066;composição contas a receber novembro  2017;17;GSAN;Atendimento;0
19067;composição contas a receber dezembro 2017;17;GSAN;Atendimento;0
19068;[COMERCIAL] Dados de débito tempo de atraso;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19069;Relatorio de partes relacionadas data base dezembro  de 2017;17;GSAN;Atendimento;0
19070;Criação de novos usuários do alpha;3;Alpha;Atendimento;0
19071;Processo 50 - ENCERRAR ARRECADACAO PARTE 2;17;GSAN;Atendimento;0
19072;ATENDIMENTO;3;Alpha;Atendimento;0
19073;Criar um novo tipo serviço na aba PA intitulado Mais Obras;3;Alpha;Atendimento;0
19074;Levantamento dos serviços executados pela Enorsul;17;GSAN;Atendimento;0
19075;Erro ao anexar arquivo em RA;17;GSAN;Atendimento;0
19076;Impressão de RC;3;Alpha;Atendimento;0
19077;Separar municípios por região de desenvolvimento e por gerência;20;SIM;Evoluções e Novos Projetos;0
19079;Relatório por região de desenvolvimento;20;SIM;Evoluções e Novos Projetos;0
19080;Valor da obra por município;20;SIM;Evoluções e Novos Projetos;0
19081;Revisão de permissões de acesso;20;SIM;Evoluções e Novos Projetos;0
19082;Plano de aplicação - Manual de compras 2018;3;Alpha;Atendimento;0
19083;[COMERCIAL] Adicionar opção de filtro carteira: "SEM CARTEIRA";38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19084;Criação da empresa no Gsan;17;GSAN;Atendimento;0
19085;CAMPO ANALISADO DISPONÍVEL ATÉ O FATURAMENTO DO GRUPO;17;GSAN;Evolutiva;0
19086;ATUALIZAÇÃO QUERY ALEX_CARMEN;17;GSAN;Atendimento;0
19087;Vincular o XML com o IDNF;3;Alpha;Atendimento;0
19088;APURAÇÃO TELECOBRANÇA;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19089;Planilha para adicionar informações comerciais;17;GSAN;Atendimento;0
19091;Plano de ação em pleitos;20;SIM;Evoluções e Novos Projetos;0
19092;[NETBASE] - Remover colunas das tabelas e do script de carga;17;GSAN;Atendimento;0
19093;Solicitação de Atualização do arquivo de ARRECADAÇÃO e FATURAMENTO;38;BI Desenvolvimento;Atendimento;0
19094;AJUSTAR O PERÍODO DAS RECEITAS CANCELADAS PARA O CICLO;17;GSAN;Evolutiva;0
19095;Alterar horário de atendimento das lojas Ferreiros e Camutanga no site;17;GSAN;Atendimento;0
19096;Solicitação de atualização de Query de IAA e IAE.;38;BI Desenvolvimento;Atendimento;0
19097;Atualização de  Query das Premissas;38;BI Desenvolvimento;Atendimento;0
19098;[COMERCIAL] Analisar divergência a nível de Localidade e Gerência entre BI e GSAN em relação aos dados de Volume Faturado e Consumido;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19099;Erro ao cadastrar pleito;20;SIM;Correções;0
19100;Campos Travados;28;SIC - Sist. Integrados Compesa;Correções;0
19102;Gsan Online;17;GSAN;Atendimento;0
19103;Migração da Cifra Engenharia para Rio Una;28;SIC - Sist. Integrados Compesa;Atendimento;0
19104;Acesso sistema alpha;3;Alpha;Atendimento;0
19105;TRAVEL - Erro no fechamento das despesas de viagens imputado em 2017 e não concluídos;3;Alpha;Atendimento;0
19106;Ajuste layout Consultar Imóvel;17;GSAN;Corretiva;0
19107;Acesso sistema alpha;3;Alpha;Atendimento;0
19108;Acesso sistema alpha;3;Alpha;Atendimento;0
19109;Relatório Funcionários;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;0
19110;Comunicados concluídos com status "Aprovado";28;SIC - Sist. Integrados Compesa;Correções;0
19111;VERIFICAR FATURA 12/2017 DO IMOVEL 56125507;17;GSAN;Atendimento;0
19112;Solicito a separação dos valores dos pagamentos;38;BI Desenvolvimento;Atendimento;0
19113;Processo 2 -  FATURAR GRUPO FATURAMENTO;17;GSAN;Atendimento;0
19115;Processo 2 -  FATURAR GRUPO FATURAMENTO;17;GSAN;Atendimento;0
19116;Anexo da obra com acento no nome do arquivo;20;SIM;Correções;0
19117;Solicitamos gerar uma planilha com a relação dos imóveis novos do roteiro cadastro da localidade Goiana-62, Setor 160;17;GSAN;Atendimento;0
19118;Liberação acesso alpha;3;Alpha;Atendimento;0
19119;Erro na Validação de Empregados.;28;SIC - Sist. Integrados Compesa;Atendimento;0
19120;Gsan Onlin Indisponível;17;GSAN;Atendimento;0
19121;Query Tribunal de Contas item 4;17;GSAN;Atendimento;0
19122;Consultar e-mails enviados pelo GABI;39;GABI;Atendimento;0
19123;Query Tribunal de Contas item 5;17;GSAN;Atendimento;0
19124;Algumas linhas do QCI não está sendo importadas;28;SIC - Sist. Integrados Compesa;Correções;0
19125;QCI de Porto de Galinhas não informa o valor de contrapartida;28;SIC - Sist. Integrados Compesa;Correções;0
19126;O sistema não está permitindo desassociar um contrato de execução;28;SIC - Sist. Integrados Compesa;Correções;0
19127;Atualização da apresentação do portal de Transparência e Publicidade visando atender a Lei nº 13.303/2016;64;SCL- Sistema Controle Licitações;Atendimento;0
19128;Atualização da apresentação do portal de Transparência e Publicidade visando atender a Lei nº 13.303/2016;64;SCL- Sistema Controle Licitações;Evoluções e Novos Projetos;0
19130;PROBLEMA EXTRAÇÃO TELECOBRANÇA;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19131;VINCULAR CHAVE DE ACESSO AO IDNF;3;Alpha;Atendimento;0
19132;ALPHA 9 - modulo distribuição  - visita consultor;3;Alpha;Evoluções e Novos Projetos;0
19133;Contrato Petrolina - acesso;17;GSAN;Atendimento;0
19134;Reativar matrícula 605638;17;GSAN;Atendimento;0
19135;[Netbase] - Verificar dados da tabela STD_BIL_CPOINT_RELATION;17;GSAN;Atendimento;0
19136;Acréscimo de nome em marca de hidrômetro;17;GSAN;Atendimento;0
19137;Inclusão de dados do Cliente e Localidade no pré-gsan;17;GSAN;Atendimento;0
19138;FUNDO FIXO;3;Alpha;Atendimento;0
19140;Consulta em controle rápido Usr por conta movimento;3;Alpha;Atendimento;0
19141;Observação no campo "Observações Fiscalização" está replicando no Pré-Gsan;17;GSAN;Atendimento;0
19142;CRIAÇÃO DO ACESSO AO ALPHA TS PARA COLABORADORES DA GNR MOXOTÓ;3;Alpha;Atendimento;0
19143;RD 12/2016;17;GSAN;Atendimento;0
19144;Adicionar implementação de nova consulta de CPF desenvolvida pela GTC;17;GSAN;Evolutiva;0
19145;Regularização de Débitos para Implantação de Acordo Judicial;17;GSAN;Atendimento;0
19146;ROTINA ATUALIZAÇÃO REPOSITÓRIO SIG;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19147;Alteração de Perfil de Senha;3;Alpha;Atendimento;0
19148;ATUALIZAÇÃO REPOSITÓRIO SIG;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19149;Incluir dados na Query de Retificações e Cancelamentos - SIG;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19150;nao suspender imoveis micromedidos da suspensao do faturamento;17;GSAN;Evolutiva;0
19151;PLANILHA COM OS IMOVEIS QUE POSSUEM TARIFA INDIGENA ASSOCIADA;17;GSAN;Atendimento;0
19152;Problema nos filtros de obra;20;SIM;Correções;0
19153;Erro tela parcelamento;17;GSAN;Corretiva;0
19154;Perfil no ALPHA;3;Alpha;Atendimento;0
19155;Erro Validar Serviço Executado - aparece a pergunta "Deseja encerrar o Registro de Atendimento?" para R.A com O.S pendente;17;GSAN;Corretiva;0
19156;Erro;17;GSAN;Atendimento;0
19157;Liberar acesso paqra fazer requisição pelo plano de aplicação;3;Alpha;Atendimento;0
19158;Teste :: Campo Qualidade Escopo;17;GSAN;Evolutiva;0
19159;Dados do Hidrômetro faltando na ABA LIGAÇÂO;17;GSAN;Corretiva;0
19160;ORÇAMENTO DE OBRAS - Erro na criação de uma revisão;3;Alpha;Atendimento;0
19161;Travel - Mudança confirmador de fundo fixo;3;Alpha;Atendimento;0
19162;Criar Script de atualização de limite orçamentário;3;Alpha;Atendimento;0
19163;Orçamento - Dúvida mensagem elaboração PA 21 projeto GO006drm16;3;Alpha;Atendimento;0
19164;IMPRESSÃO DE DEVOLUÇÃO;3;Alpha;Atendimento;0
19165;TRAVEL - Mudança de autorizador Id travel= 165419;3;Alpha;Atendimento;0
19166;Corte e Religação solicitação fora do escopo;17;GSAN;Atendimento;0
19167;TRAVEL - Dúvidas diversas teto orçamentário da travel após colocação em produção em 11/01/2017;3;Alpha;Atendimento;0
19168;[COMERCIAL] Acompanhamento cartas de cobrança/negociação;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19169;NAO CONSIGO LIBERAR A RC;3;Alpha;Atendimento;0
19170;Formulário carta de cobrança/negociação;17;GSAN;Evolutiva;0
19171;Erro Parcelamento;17;GSAN;Atendimento;0
19172;Revisão SIG - Planilha de Débito Orgãos Públicos;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19173;RD 12/2016;17;GSAN;Atendimento;0
19174;Planilhas para Boletim de Medição;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19175;Imovel com RD 12 cancelada;17;GSAN;Atendimento;0
19176;Reunião mensal - projeto ALPHA9;3;Alpha;Atendimento;0
19177;Criar novo usuário para acesso ao Sistema Alpha - Rodrigo Lima Silva;3;Alpha;Atendimento;0
19178;resetar senha;3;Alpha;Atendimento;0
19180;VERIFICAR FATURA 12/2017 DO IMOVEL 56752145;17;GSAN;Atendimento;0
19181;QUERYS GEV DE DEZEMBRO DE 2017;17;GSAN;Atendimento;0
19182;CANCELAMENTOS POR REFATURAMENTO - AGUA E ESGOTO;17;GSAN;Atendimento;0
19183;Relatório Consumido e não faturado Gsan;17;GSAN;Atendimento;0
19184;[COMERCIAL] Imóveis com motivo de revisão Mário Gouveia;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19185;Query de Parcelamentos e Extratos;17;GSAN;Atendimento;0
19186;[COMERCIAL] Incluir Campos no BI;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19187;query dívida;17;GSAN;Atendimento;0
19188;Habilitar exibicao do parametro Magnesio no relatorio analitico;16;SGCQ;Atendimento;0
19189;atualiza planilha Relação matriculas, célula, anormalidade, revisão, RA. Com dados da Fatura 12/2017;17;GSAN;Atendimento;0
19190;Query Imóveis Suspensos de faturamento;17;GSAN;Atendimento;0
19191;RETIRAR CODIGO 43 - 103824685;17;GSAN;Atendimento;0
19192;Liberar acesso;3;Alpha;Atendimento;0
19193;Petaso - Realizar a carga dos Autorizadores de viagens;57;ITC ;Evoluções e Novos Projetos;0
19194;atualização query REGISTRO DE ATENDIMENTO COMERCIAL PENDENTE;17;GSAN;Atendimento;0
19195;Atualização de query;17;GSAN;Atendimento;0
