rm;id_projeto;projeto;tipo_rm;situacao_atual;situacao_inicial;situacao_final;transicao;criacao_rm;updated_on;is_backlog
18829;17;GSAN;Atendimento;Homologada;Em análise;Iniciada;2018-03-05 14:13:57;2017-12-21 08:48:22;2018-03-08 11:45:29;1
18829;17;GSAN;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-03-05 14:14:14;2017-12-21 08:48:22;2018-03-08 11:45:29;1
18829;17;GSAN;Atendimento;Homologada;Homologação Solicitante;Homologada;2018-03-08 11:45:29;2017-12-21 08:48:22;2018-03-08 11:45:29;1
18831;17;GSAN;Atendimento;Homologada;Registrada;Em análise;2017-12-21 13:49:09;2017-12-21 08:54:54;2018-05-28 11:19:06;1
18831;17;GSAN;Atendimento;Homologada;Em análise;Aguardando Informação;2017-12-21 13:50:28;2017-12-21 08:54:54;2018-05-28 11:19:06;1
18831;17;GSAN;Atendimento;Homologada;Aguardando Informação;Informação retornada;2018-02-16 14:55:15;2017-12-21 08:54:54;2018-05-28 11:19:06;1
18831;17;GSAN;Atendimento;Homologada;Informação retornada;Em análise;2018-02-16 15:48:13;2017-12-21 08:54:54;2018-05-28 11:19:06;1
18831;17;GSAN;Atendimento;Homologada;Em análise;Analisada;2018-02-20 09:25:13;2017-12-21 08:54:54;2018-05-28 11:19:06;1
18831;17;GSAN;Atendimento;Homologada;Analisada;Iniciada;2018-02-20 09:27:23;2017-12-21 08:54:54;2018-05-28 11:19:06;1
18831;17;GSAN;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-02-20 09:37:53;2017-12-21 08:54:54;2018-05-28 11:19:06;1
18831;17;GSAN;Atendimento;Homologada;Homologação Solicitante;Homologada;2018-05-28 11:19:06;2017-12-21 08:54:54;2018-05-28 11:19:06;1
18852;17;GSAN;Atendimento;Cancelada;Registrada;Em análise;2017-12-22 11:02:45;2017-12-22 08:11:42;2018-02-26 10:01:10;1
18852;17;GSAN;Atendimento;Cancelada;Em análise;Aguardando Informação;2017-12-26 14:12:43;2017-12-22 08:11:42;2018-02-26 10:01:10;1
18852;17;GSAN;Atendimento;Cancelada;Aguardando Informação;Cancelada;2018-02-26 10:01:10;2017-12-22 08:11:42;2018-02-26 10:01:10;1
18858;61;SIG - Sistema Informações Gerenciais;Atendimento;Concluída;Registrada;Em análise;2017-12-22 11:30:26;2017-12-22 11:00:55;2018-05-15 11:27:24;1
18858;61;SIG - Sistema Informações Gerenciais;Atendimento;Concluída;Em análise;Iniciada;2018-05-15 11:27:14;2017-12-22 11:00:55;2018-05-15 11:27:24;1
18858;61;SIG - Sistema Informações Gerenciais;Atendimento;Concluída;Iniciada;Concluída;2018-05-15 11:27:24;2017-12-22 11:00:55;2018-05-15 11:27:24;1
18868;17;GSAN;Evolutiva;Homologada;Em análise;Analisada;2017-12-28 09:58:08;2017-12-22 15:43:47;2018-04-03 12:17:19;1
18868;17;GSAN;Evolutiva;Homologada;Analisada;Iniciada;2018-02-19 15:56:45;2017-12-22 15:43:47;2018-04-03 12:17:19;1
18868;17;GSAN;Evolutiva;Homologada;Iniciada;Inspeção Qualidade;2018-02-19 15:57:03;2017-12-22 15:43:47;2018-04-03 12:17:19;1
18868;17;GSAN;Evolutiva;Homologada;Inspeção Qualidade;Teste da Mudança;2018-02-19 15:57:18;2017-12-22 15:43:47;2018-04-03 12:17:19;1
18868;17;GSAN;Evolutiva;Homologada;Teste da Mudança;Inconsistencia de Teste;2018-03-14 08:13:26;2017-12-22 15:43:47;2018-04-03 12:17:19;1
18868;17;GSAN;Evolutiva;Homologada;Inconsistencia de Teste;Iniciada;2018-03-15 16:59:48;2017-12-22 15:43:47;2018-04-03 12:17:19;1
18868;17;GSAN;Evolutiva;Homologada;Iniciada;Inspeção Qualidade;2018-03-15 17:00:02;2017-12-22 15:43:47;2018-04-03 12:17:19;1
18868;17;GSAN;Evolutiva;Homologada;Inspeção Qualidade;Teste da Mudança;2018-03-15 17:00:14;2017-12-22 15:43:47;2018-04-03 12:17:19;1
18868;17;GSAN;Evolutiva;Homologada;Teste da Mudança;Aguardando Versão;2018-03-16 11:03:51;2017-12-22 15:43:47;2018-04-03 12:17:19;1
18868;17;GSAN;Evolutiva;Homologada;Aguardando Versão;Pronta para Homologação;2018-03-28 09:23:00;2017-12-22 15:43:47;2018-04-03 12:17:19;1
18868;17;GSAN;Evolutiva;Homologada;Pronta para Homologação;Testes de Integração;2018-04-03 11:42:14;2017-12-22 15:43:47;2018-04-03 12:17:19;1
18868;17;GSAN;Evolutiva;Homologada;Testes de Integração;Homologada;2018-04-03 12:16:57;2017-12-22 15:43:47;2018-04-03 12:17:19;1
18871;17;GSAN;Evolutiva;Homologada;Em análise;Analisada;2017-12-26 10:54:15;2017-12-22 15:54:35;2018-04-03 12:18:06;1
18871;17;GSAN;Evolutiva;Homologada;Analisada;Iniciada;2018-01-12 15:44:58;2017-12-22 15:54:35;2018-04-03 12:18:06;1
18871;17;GSAN;Evolutiva;Homologada;Iniciada;Inspeção Qualidade;2018-02-08 15:16:11;2017-12-22 15:54:35;2018-04-03 12:18:06;1
18871;17;GSAN;Evolutiva;Homologada;Inspeção Qualidade;Teste da Mudança;2018-02-09 10:27:38;2017-12-22 15:54:35;2018-04-03 12:18:06;1
18871;17;GSAN;Evolutiva;Homologada;Teste da Mudança;Inconsistencia de Teste;2018-02-15 09:35:38;2017-12-22 15:54:35;2018-04-03 12:18:06;1
18871;17;GSAN;Evolutiva;Homologada;Inconsistencia de Teste;Iniciada;2018-02-16 15:18:37;2017-12-22 15:54:35;2018-04-03 12:18:06;1
18871;17;GSAN;Evolutiva;Homologada;Iniciada;Inspeção Qualidade;2018-02-16 15:19:02;2017-12-22 15:54:35;2018-04-03 12:18:06;1
18871;17;GSAN;Evolutiva;Homologada;Inspeção Qualidade;Teste da Mudança;2018-02-16 15:20:45;2017-12-22 15:54:35;2018-04-03 12:18:06;1
18871;17;GSAN;Evolutiva;Homologada;Teste da Mudança;Aguardando Versão;2018-03-16 11:05:12;2017-12-22 15:54:35;2018-04-03 12:18:06;1
18871;17;GSAN;Evolutiva;Homologada;Aguardando Versão;Pronta para Homologação;2018-03-28 09:22:27;2017-12-22 15:54:35;2018-04-03 12:18:06;1
18871;17;GSAN;Evolutiva;Homologada;Pronta para Homologação;Testes de Integração;2018-04-03 11:40:50;2017-12-22 15:54:35;2018-04-03 12:18:06;1
18871;17;GSAN;Evolutiva;Homologada;Testes de Integração;Homologada;2018-04-03 11:41:45;2017-12-22 15:54:35;2018-04-03 12:18:06;1
18880;3;Alpha;Atendimento;Concluída;Registrada;Em análise;2017-12-26 10:52:09;2017-12-26 10:22:54;2018-01-09 14:27:12;1
18880;3;Alpha;Atendimento;Concluída;Em análise;Analisada;2017-12-26 14:39:26;2017-12-26 10:22:54;2018-01-09 14:27:12;1
18880;3;Alpha;Atendimento;Concluída;Analisada;Iniciada;2018-01-09 14:26:55;2017-12-26 10:22:54;2018-01-09 14:27:12;1
18880;3;Alpha;Atendimento;Concluída;Iniciada;Concluída;2018-01-09 14:27:12;2017-12-26 10:22:54;2018-01-09 14:27:12;1
18884;17;GSAN;Corretiva;Concluída;Registrada;Em análise;2017-12-26 16:02:35;2017-12-26 15:03:51;2018-01-24 15:25:45;1
18884;17;GSAN;Corretiva;Concluída;Em análise;Iniciada;2018-01-03 14:32:13;2017-12-26 15:03:51;2018-01-24 15:25:45;1
18884;17;GSAN;Corretiva;Concluída;Iniciada;Inspeção Qualidade;2018-01-24 15:24:26;2017-12-26 15:03:51;2018-01-24 15:25:45;1
18884;17;GSAN;Corretiva;Concluída;Inspeção Qualidade;Teste da Mudança;2018-01-24 15:24:41;2017-12-26 15:03:51;2018-01-24 15:25:45;1
18884;17;GSAN;Corretiva;Concluída;Teste da Mudança;Aguardando Versão;2018-01-24 15:24:50;2017-12-26 15:03:51;2018-01-24 15:25:45;1
18884;17;GSAN;Corretiva;Concluída;Aguardando Versão;Pronta para Homologação;2018-01-24 15:24:59;2017-12-26 15:03:51;2018-01-24 15:25:45;1
18884;17;GSAN;Corretiva;Concluída;Pronta para Homologação;Testes de Integração;2018-01-24 15:25:10;2017-12-26 15:03:51;2018-01-24 15:25:45;1
18884;17;GSAN;Corretiva;Concluída;Testes de Integração;Concluída;2018-01-24 15:25:45;2017-12-26 15:03:51;2018-01-24 15:25:45;1
18897;17;GSAN;Atendimento;Cancelada;Registrada;Em análise;2017-12-28 11:43:30;2017-12-27 09:40:38;2018-05-04 09:40:22;1
18897;17;GSAN;Atendimento;Cancelada;Em análise;Cancelada;2018-05-04 09:40:22;2017-12-27 09:40:38;2018-05-04 09:40:22;1
18911;38;BI Desenvolvimento;Evoluções e Novos Projetos;Analisada;Iniciada;Em análise;2017-12-27 16:15:26;2017-12-27 16:12:02;2018-05-02 09:48:38;1
18911;38;BI Desenvolvimento;Evoluções e Novos Projetos;Analisada;Em análise;Analisada;2018-01-03 14:48:20;2017-12-27 16:12:02;2018-05-02 09:48:38;1
18920;28;SIC - Sist. Integrados Compesa;Correções;Concluída;Registrada;Em análise;2017-12-28 16:32:12;2017-12-28 10:15:30;2018-01-10 13:41:05;1
18920;28;SIC - Sist. Integrados Compesa;Correções;Concluída;Em análise;Iniciada;2018-01-10 13:34:03;2017-12-28 10:15:30;2018-01-10 13:41:05;1
18920;28;SIC - Sist. Integrados Compesa;Correções;Concluída;Iniciada;Concluída;2018-01-10 13:41:05;2017-12-28 10:15:30;2018-01-10 13:41:05;1
18924;3;Alpha;Atendimento;Concluída;Em análise;Iniciada;2017-12-28 14:00:16;2017-12-28 13:59:46;2018-01-15 13:31:30;1
18924;3;Alpha;Atendimento;Concluída;Iniciada;Concluída;2018-01-15 13:31:30;2017-12-28 13:59:46;2018-01-15 13:31:30;1
18927;17;GSAN;Atendimento;Concluída;Registrada;Em análise;2017-12-28 15:52:30;2017-12-28 15:16:58;2018-01-03 11:08:59;1
18927;17;GSAN;Atendimento;Concluída;Em análise;Iniciada;2018-01-03 11:07:33;2017-12-28 15:16:58;2018-01-03 11:08:59;1
18927;17;GSAN;Atendimento;Concluída;Iniciada;Concluída;2018-01-03 11:08:59;2017-12-28 15:16:58;2018-01-03 11:08:59;1
18937;3;Alpha;Atendimento;Concluída;Registrada;Em análise;2017-12-28 16:58:58;2017-12-28 16:58:43;2018-01-15 13:36:12;1
18937;3;Alpha;Atendimento;Concluída;Em análise;Iniciada;2017-12-28 16:59:18;2017-12-28 16:58:43;2018-01-15 13:36:12;1
18937;3;Alpha;Atendimento;Concluída;Iniciada;Concluída;2018-01-15 13:36:12;2017-12-28 16:58:43;2018-01-15 13:36:12;1
18942;61;SIG - Sistema Informações Gerenciais;Atendimento;Homologada;Registrada;Em análise;2017-12-29 16:03:57;2017-12-29 10:45:17;2018-02-28 08:46:49;1
18942;61;SIG - Sistema Informações Gerenciais;Atendimento;Homologada;Em análise;Aguardando Informação;2017-12-29 16:06:07;2017-12-29 10:45:17;2018-02-28 08:46:49;1
18942;61;SIG - Sistema Informações Gerenciais;Atendimento;Homologada;Aguardando Informação;Informação retornada;2018-01-03 08:52:50;2017-12-29 10:45:17;2018-02-28 08:46:49;1
18942;61;SIG - Sistema Informações Gerenciais;Atendimento;Homologada;Informação retornada;Em análise;2018-01-03 08:53:13;2017-12-29 10:45:17;2018-02-28 08:46:49;1
18942;61;SIG - Sistema Informações Gerenciais;Atendimento;Homologada;Em análise;Aguardando Informação;2018-01-03 16:13:55;2017-12-29 10:45:17;2018-02-28 08:46:49;1
18942;61;SIG - Sistema Informações Gerenciais;Atendimento;Homologada;Aguardando Informação;Informação retornada;2018-01-04 09:38:08;2017-12-29 10:45:17;2018-02-28 08:46:49;1
18942;61;SIG - Sistema Informações Gerenciais;Atendimento;Homologada;Informação retornada;Em análise;2018-01-04 10:53:02;2017-12-29 10:45:17;2018-02-28 08:46:49;1
18942;61;SIG - Sistema Informações Gerenciais;Atendimento;Homologada;Em análise;Analisada;2018-01-10 09:42:59;2017-12-29 10:45:17;2018-02-28 08:46:49;1
18942;61;SIG - Sistema Informações Gerenciais;Atendimento;Homologada;Analisada;Iniciada;2018-01-10 09:43:18;2017-12-29 10:45:17;2018-02-28 08:46:49;1
18942;61;SIG - Sistema Informações Gerenciais;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-01-10 09:48:28;2017-12-29 10:45:17;2018-02-28 08:46:49;1
18942;61;SIG - Sistema Informações Gerenciais;Atendimento;Homologada;Homologação Solicitante;Homologada;2018-02-28 08:46:49;2017-12-29 10:45:17;2018-02-28 08:46:49;1
18943;17;GSAN;Atendimento;Concluída;Registrada;Em análise;2017-12-29 14:04:34;2017-12-29 11:31:15;2018-01-03 10:50:58;1
18943;17;GSAN;Atendimento;Concluída;Em análise;Aguardando Informação;2017-12-29 16:04:12;2017-12-29 11:31:15;2018-01-03 10:50:58;1
18943;17;GSAN;Atendimento;Concluída;Aguardando Informação;Informação retornada;2018-01-02 13:51:59;2017-12-29 11:31:15;2018-01-03 10:50:58;1
18943;17;GSAN;Atendimento;Concluída;Informação retornada;Em análise;2018-01-03 10:19:17;2017-12-29 11:31:15;2018-01-03 10:50:58;1
18943;17;GSAN;Atendimento;Concluída;Em análise;Iniciada;2018-01-03 10:19:57;2017-12-29 11:31:15;2018-01-03 10:50:58;1
18943;17;GSAN;Atendimento;Concluída;Iniciada;Concluída;2018-01-03 10:23:56;2017-12-29 11:31:15;2018-01-03 10:50:58;1
18944;3;Alpha;Correções;Concluída;Registrada;Em análise;2017-12-29 11:46:43;2017-12-29 11:46:28;2018-01-15 13:36:38;1
18944;3;Alpha;Correções;Concluída;Em análise;Iniciada;2017-12-29 11:47:03;2017-12-29 11:46:28;2018-01-15 13:36:38;1
18944;3;Alpha;Correções;Concluída;Iniciada;Concluída;2018-01-15 13:36:38;2017-12-29 11:46:28;2018-01-15 13:36:38;1
18962;3;Alpha;Atendimento;Cancelada;Registrada;Em análise;2018-01-30 12:44:44;2018-01-02 08:52:47;2018-03-07 08:49:36;0
18962;3;Alpha;Atendimento;Cancelada;Em análise;Aguardando Informação;2018-02-21 13:42:00;2018-01-02 08:52:47;2018-03-07 08:49:36;0
18962;3;Alpha;Atendimento;Cancelada;Aguardando Informação;Cancelada;2018-03-07 08:49:36;2018-01-02 08:52:47;2018-03-07 08:49:36;0
18963;17;GSAN;Atendimento;Homologada;Registrada;Em análise;2018-01-05 14:26:34;2018-01-02 10:03:08;2018-01-05 14:41:29;0
18963;17;GSAN;Atendimento;Homologada;Em análise;Iniciada;2018-01-05 14:27:16;2018-01-02 10:03:08;2018-01-05 14:41:29;0
18963;17;GSAN;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-01-05 14:29:56;2018-01-02 10:03:08;2018-01-05 14:41:29;0
18963;17;GSAN;Atendimento;Homologada;Homologação Solicitante;Homologada;2018-01-05 14:34:16;2018-01-02 10:03:08;2018-01-05 14:41:29;0
18964;3;Alpha;Atendimento;Cancelada;Registrada;Cancelada;2018-01-02 11:24:28;2018-01-02 10:07:24;2018-01-02 11:24:28;0
18965;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;Homologada;Registrada;Em análise;2018-01-02 15:16:07;2018-01-02 10:34:13;2018-01-12 10:06:19;0
18965;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;Homologada;Em análise;Iniciada;2018-01-08 09:22:48;2018-01-02 10:34:13;2018-01-12 10:06:19;0
18965;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;Homologada;Iniciada;Homologação Solicitante;2018-01-08 11:25:58;2018-01-02 10:34:13;2018-01-12 10:06:19;0
18965;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;Homologada;Homologação Solicitante;Homologada;2018-01-12 10:06:20;2018-01-02 10:34:13;2018-01-12 10:06:19;0
18969;57;ITC ;Evoluções e Novos Projetos;Homologada;Em análise;Iniciada;2018-01-02 12:30:24;2018-01-02 12:29:49;2018-01-02 12:31:05;0
18969;57;ITC ;Evoluções e Novos Projetos;Homologada;Iniciada;Homologação Solicitante;2018-01-02 12:30:51;2018-01-02 12:29:49;2018-01-02 12:31:05;0
18969;57;ITC ;Evoluções e Novos Projetos;Homologada;Homologação Solicitante;Homologada;2018-01-02 12:31:06;2018-01-02 12:29:49;2018-01-02 12:31:05;0
18970;57;ITC ;Evoluções e Novos Projetos;Concluída;Registrada;Em análise;2018-01-16 14:57:17;2018-01-02 12:32:59;2018-01-17 10:07:36;0
18970;57;ITC ;Evoluções e Novos Projetos;Concluída;Em análise;Iniciada;2018-01-16 14:57:52;2018-01-02 12:32:59;2018-01-17 10:07:36;0
18970;57;ITC ;Evoluções e Novos Projetos;Concluída;Iniciada;Aguardando Versão;2018-01-16 14:58:01;2018-01-02 12:32:59;2018-01-17 10:07:36;0
18970;57;ITC ;Evoluções e Novos Projetos;Concluída;Aguardando Versão;Concluída;2018-01-17 10:07:37;2018-01-02 12:32:59;2018-01-17 10:07:36;0
18971;57;ITC ;Evoluções e Novos Projetos;Concluída;Registrada;Em análise;2018-01-16 14:56:22;2018-01-02 12:35:22;2018-01-17 10:07:18;0
18971;57;ITC ;Evoluções e Novos Projetos;Concluída;Em análise;Iniciada;2018-01-16 14:56:50;2018-01-02 12:35:22;2018-01-17 10:07:18;0
18971;57;ITC ;Evoluções e Novos Projetos;Concluída;Iniciada;Aguardando Versão;2018-01-16 14:56:59;2018-01-02 12:35:22;2018-01-17 10:07:18;0
18971;57;ITC ;Evoluções e Novos Projetos;Concluída;Aguardando Versão;Concluída;2018-01-17 10:07:18;2018-01-02 12:35:22;2018-01-17 10:07:18;0
18972;57;ITC ;Atendimento;Concluída;Em análise;Iniciada;2018-01-10 08:57:53;2018-01-02 12:56:14;2018-01-10 08:58:49;0
18972;57;ITC ;Atendimento;Concluída;Iniciada;Concluída;2018-01-10 08:58:49;2018-01-02 12:56:14;2018-01-10 08:58:49;0
18973;57;ITC ;Evoluções e Novos Projetos;Concluída;Registrada;Em análise;2018-01-16 14:55:00;2018-01-02 12:57:44;2018-01-17 10:06:56;0
18973;57;ITC ;Evoluções e Novos Projetos;Concluída;Em análise;Iniciada;2018-01-16 14:55:31;2018-01-02 12:57:44;2018-01-17 10:06:56;0
18973;57;ITC ;Evoluções e Novos Projetos;Concluída;Iniciada;Aguardando Versão;2018-01-16 14:55:40;2018-01-02 12:57:44;2018-01-17 10:06:56;0
18973;57;ITC ;Evoluções e Novos Projetos;Concluída;Aguardando Versão;Concluída;2018-01-17 10:06:57;2018-01-02 12:57:44;2018-01-17 10:06:56;0
18974;57;ITC ;Evoluções e Novos Projetos;Homologada;Registrada;Em análise;2018-01-16 14:54:04;2018-01-02 12:58:52;2018-01-16 14:54:41;0
18974;57;ITC ;Evoluções e Novos Projetos;Homologada;Em análise;Iniciada;2018-01-16 14:54:19;2018-01-02 12:58:52;2018-01-16 14:54:41;0
18974;57;ITC ;Evoluções e Novos Projetos;Homologada;Iniciada;Homologação Solicitante;2018-01-16 14:54:30;2018-01-02 12:58:52;2018-01-16 14:54:41;0
18974;57;ITC ;Evoluções e Novos Projetos;Homologada;Homologação Solicitante;Homologada;2018-01-16 14:54:41;2018-01-02 12:58:52;2018-01-16 14:54:41;0
18975;57;ITC ;Evoluções e Novos Projetos;Concluída;Registrada;Em análise;2018-01-16 14:53:05;2018-01-02 13:00:21;2018-01-17 10:06:38;0
18975;57;ITC ;Evoluções e Novos Projetos;Concluída;Em análise;Iniciada;2018-01-16 14:53:23;2018-01-02 13:00:21;2018-01-17 10:06:38;0
18975;57;ITC ;Evoluções e Novos Projetos;Concluída;Iniciada;Aguardando Versão;2018-01-16 14:53:33;2018-01-02 13:00:21;2018-01-17 10:06:38;0
18975;57;ITC ;Evoluções e Novos Projetos;Concluída;Aguardando Versão;Concluída;2018-01-17 10:06:39;2018-01-02 13:00:21;2018-01-17 10:06:38;0
18976;57;ITC ;Evoluções e Novos Projetos;Concluída;Registrada;Em análise;2018-01-16 14:51:48;2018-01-02 13:03:48;2018-01-17 10:06:11;0
18976;57;ITC ;Evoluções e Novos Projetos;Concluída;Em análise;Iniciada;2018-01-16 14:52:14;2018-01-02 13:03:48;2018-01-17 10:06:11;0
18976;57;ITC ;Evoluções e Novos Projetos;Concluída;Iniciada;Aguardando Versão;2018-01-16 14:52:26;2018-01-02 13:03:48;2018-01-17 10:06:11;0
18976;57;ITC ;Evoluções e Novos Projetos;Concluída;Aguardando Versão;Concluída;2018-01-17 10:06:11;2018-01-02 13:03:48;2018-01-17 10:06:11;0
18977;17;GSAN;Atendimento;Concluída;Registrada;Em análise;2018-01-02 15:54:44;2018-01-02 13:05:00;2018-01-02 15:56:09;0
18977;17;GSAN;Atendimento;Concluída;Em análise;Iniciada;2018-01-02 15:55:43;2018-01-02 13:05:00;2018-01-02 15:56:09;0
18977;17;GSAN;Atendimento;Concluída;Iniciada;Concluída;2018-01-02 15:56:09;2018-01-02 13:05:00;2018-01-02 15:56:09;0
18978;57;ITC ;Evoluções e Novos Projetos;Homologada;Em análise;Iniciada;2018-01-02 13:08:19;2018-01-02 13:07:44;2018-01-02 13:09:54;0
18978;57;ITC ;Evoluções e Novos Projetos;Homologada;Iniciada;Homologação Solicitante;2018-01-02 13:09:47;2018-01-02 13:07:44;2018-01-02 13:09:54;0
18978;57;ITC ;Evoluções e Novos Projetos;Homologada;Homologação Solicitante;Homologada;2018-01-02 13:09:54;2018-01-02 13:07:44;2018-01-02 13:09:54;0
18979;57;ITC ;Evoluções e Novos Projetos;Registrada;;;;2018-01-02 13:38:52;2018-03-07 16:32:24;0
18980;57;ITC ;Evoluções e Novos Projetos;Registrada;;;;2018-01-02 13:39:47;2018-03-07 16:32:30;0
18981;57;ITC ;Evoluções e Novos Projetos;Registrada;;;;2018-01-02 13:40:19;2018-01-02 13:41:20;0
18982;57;ITC ;Evoluções e Novos Projetos;Registrada;;;;2018-01-02 13:41:05;2018-01-02 13:41:05;0
18983;57;ITC ;Evoluções e Novos Projetos;Registrada;;;;2018-01-02 13:42:18;2018-01-02 13:43:11;0
18984;57;ITC ;Evoluções e Novos Projetos;Registrada;;;;2018-01-02 13:42:56;2018-01-02 13:42:56;0
18985;28;SIC - Sist. Integrados Compesa;Correções;Concluída;Em análise;Iniciada;2018-01-02 13:47:44;2018-01-02 13:47:34;2018-01-02 13:47:54;0
18985;28;SIC - Sist. Integrados Compesa;Correções;Concluída;Iniciada;Concluída;2018-01-02 13:47:54;2018-01-02 13:47:34;2018-01-02 13:47:54;0
18986;17;GSAN;Atendimento;Homologada;Registrada;Em análise;2018-02-23 11:36:37;2018-01-02 13:55:33;2018-02-23 13:57:38;0
18986;17;GSAN;Atendimento;Homologada;Em análise;Iniciada;2018-02-23 11:47:57;2018-01-02 13:55:33;2018-02-23 13:57:38;0
18986;17;GSAN;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-02-23 11:48:57;2018-01-02 13:55:33;2018-02-23 13:57:38;0
18986;17;GSAN;Atendimento;Homologada;Homologação Solicitante;Homologada;2018-02-23 13:57:38;2018-01-02 13:55:33;2018-02-23 13:57:38;0
18987;17;GSAN;Atendimento;Homologada;Registrada;Em análise;2018-01-03 14:24:08;2018-01-02 13:56:38;2018-01-11 09:32:20;0
18987;17;GSAN;Atendimento;Homologada;Em análise;Iniciada;2018-01-03 16:05:13;2018-01-02 13:56:38;2018-01-11 09:32:20;0
18987;17;GSAN;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-01-03 16:08:32;2018-01-02 13:56:38;2018-01-11 09:32:20;0
18987;17;GSAN;Atendimento;Homologada;Homologação Solicitante;Homologada;2018-01-11 09:32:20;2018-01-02 13:56:38;2018-01-11 09:32:20;0
18988;17;GSAN;Atendimento;Homologada;Registrada;Em análise;2018-01-03 10:15:23;2018-01-02 14:14:53;2018-01-11 13:51:43;0
18988;17;GSAN;Atendimento;Homologada;Em análise;Iniciada;2018-01-03 10:15:49;2018-01-02 14:14:53;2018-01-11 13:51:43;0
18988;17;GSAN;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-01-03 10:16:13;2018-01-02 14:14:53;2018-01-11 13:51:43;0
18988;17;GSAN;Atendimento;Homologada;Homologação Solicitante;Homologada;2018-01-11 13:51:43;2018-01-02 14:14:53;2018-01-11 13:51:43;0
18990;3;Alpha;Atendimento;Concluída;Registrada;Em análise;2018-01-02 15:05:29;2018-01-02 15:04:52;2018-01-02 15:08:38;0
18990;3;Alpha;Atendimento;Concluída;Em análise;Iniciada;2018-01-02 15:06:15;2018-01-02 15:04:52;2018-01-02 15:08:38;0
18990;3;Alpha;Atendimento;Concluída;Iniciada;Concluída;2018-01-02 15:08:38;2018-01-02 15:04:52;2018-01-02 15:08:38;0
18991;13;JUSCOMPESA;Evoluções e Novos Projetos;Homologada;Registrada;Em análise;2018-01-03 10:50:18;2018-01-02 15:41:01;2018-04-17 10:56:56;0
18991;13;JUSCOMPESA;Evoluções e Novos Projetos;Homologada;Em análise;Aguardando Informação;2018-01-03 11:12:07;2018-01-02 15:41:01;2018-04-17 10:56:56;0
18991;13;JUSCOMPESA;Evoluções e Novos Projetos;Homologada;Aguardando Informação;Informação retornada;2018-01-19 14:54:43;2018-01-02 15:41:01;2018-04-17 10:56:56;0
18991;13;JUSCOMPESA;Evoluções e Novos Projetos;Homologada;Informação retornada;Em análise;2018-01-25 10:38:40;2018-01-02 15:41:01;2018-04-17 10:56:56;0
18991;13;JUSCOMPESA;Evoluções e Novos Projetos;Homologada;Em análise;Aguardando Informação;2018-01-25 17:14:20;2018-01-02 15:41:01;2018-04-17 10:56:56;0
18991;13;JUSCOMPESA;Evoluções e Novos Projetos;Homologada;Aguardando Informação;Informação retornada;2018-01-26 15:25:55;2018-01-02 15:41:01;2018-04-17 10:56:56;0
18991;13;JUSCOMPESA;Evoluções e Novos Projetos;Homologada;Informação retornada;Iniciada;2018-01-26 15:26:18;2018-01-02 15:41:01;2018-04-17 10:56:56;0
18991;13;JUSCOMPESA;Evoluções e Novos Projetos;Homologada;Iniciada;Homologação Solicitante;2018-01-26 15:26:35;2018-01-02 15:41:01;2018-04-17 10:56:56;0
18991;13;JUSCOMPESA;Evoluções e Novos Projetos;Homologada;Homologação Solicitante;Homologada;2018-04-17 10:56:56;2018-01-02 15:41:01;2018-04-17 10:56:56;0
18992;17;GSAN;Atendimento;Concluída;Registrada;Em análise;2018-01-24 11:00:44;2018-01-02 16:17:01;2018-01-24 11:08:50;0
18992;17;GSAN;Atendimento;Concluída;Em análise;Analisada;2018-01-24 11:04:59;2018-01-02 16:17:01;2018-01-24 11:08:50;0
18992;17;GSAN;Atendimento;Concluída;Analisada;Iniciada;2018-01-24 11:05:32;2018-01-02 16:17:01;2018-01-24 11:08:50;0
18992;17;GSAN;Atendimento;Concluída;Iniciada;Concluída;2018-01-24 11:08:50;2018-01-02 16:17:01;2018-01-24 11:08:50;0
18993;17;GSAN;Atendimento;Concluída;Registrada;Em análise;2018-01-04 14:46:05;2018-01-02 16:27:37;2018-01-05 12:03:38;0
18993;17;GSAN;Atendimento;Concluída;Em análise;Analisada;2018-01-04 14:46:40;2018-01-02 16:27:37;2018-01-05 12:03:38;0
18993;17;GSAN;Atendimento;Concluída;Analisada;Iniciada;2018-01-04 14:47:01;2018-01-02 16:27:37;2018-01-05 12:03:38;0
18993;17;GSAN;Atendimento;Concluída;Iniciada;Concluída;2018-01-05 12:03:38;2018-01-02 16:27:37;2018-01-05 12:03:38;0
18994;13;JUSCOMPESA;Atendimento;Concluída;Registrada;Em análise;2018-01-15 16:54:15;2018-01-02 16:32:53;2018-01-15 16:55:23;0
18994;13;JUSCOMPESA;Atendimento;Concluída;Em análise;Iniciada;2018-01-15 16:54:55;2018-01-02 16:32:53;2018-01-15 16:55:23;0
